y.gs	y.bn	y.ps	cov
0.815848598	1	4	0.998952035
-0.626122192	0	0	-0.443018755
0.220261609	1	2	0.403365046
-0.103207185	0	0	0.013827995
0.415194492	1	2	0.356534486
0.312611069	1	0	0.488383817
-2.920073838	0	0	-2.618601397
-0.489995632	0	0	-0.548655638
0.151313364	1	0	0.257825483
-0.693842446	0	0	-0.752502452
0.44591908	0	2	0.611168767
-0.972615438	0	1	-0.87662638
-0.221648095	0	3	-0.290831163
-1.226327496	1	0	-1.130338439
-2.18390721	0	1	-2.066872029
0.500194111	1	3	0.60670623
-1.36812153	0	1	-1.368043969
1.257160746	1	6	1.353149803
1.780018432	0	8	1.955984214
1.729398972	1	4	1.894648658
-0.173282205	1	0	-0.008032518
-0.274231942	1	0	-0.098459194
0.133154441	0	1	0.074494434
-0.585772125	0	1	-0.479260006
-1.574331787	0	1	-1.554923915
-1.342955411	0	1	-1.246966353
-0.908109983	1	0	-0.732337235
0.726074793	1	3	0.832586912
-0.74746411	0	1	-0.774806098
0.888929659	0	1	1.072033095
1.006848952	0	4	0.937665884
1.827083801	0	8	1.944118982
-0.291510257	0	0	-0.174475076
-0.006218778	1	0	0.166361597
-0.22120276	1	1	-0.048622385
1.04716265	1	4	1.153674769
3.502892122	1	31	3.444232116
-0.98970967	0	0	-0.883197552
1.131751895	1	3	1.062568827
-0.506619631	0	0	-0.20514719
0.705968056	0	2	0.812480174
1.464748923	1	3	1.395565856
-0.132816323	0	0	-0.20199939
-1.356450061	0	2	-1.173346624
-0.345731284	1	0	-0.239219165
0.523422112	0	0	0.765263116
-0.552307384	0	1	-0.379727009
-0.55311955	1	3	-0.303947857
-1.123417995	1	0	-1.027428937
0.518477582	1	2	0.701581018
-1.213856844	1	0	-1.107344725
-1.083082004	1	1	-0.987092946
0.856767634	1	3	1.039717249
0.218907714	1	2	0.149724646
-0.254560203	1	0	-0.313220209
0.2869368	1	0	0.393448919
-0.772057541	0	0	-0.519500441
-0.470799548	1	0	-0.37481049
-2.074664989	0	0	-1.825493296
0.101275788	1	1	0.207787907
-0.226906429	0	0	-0.003316631
-1.334683549	0	0	-1.22817143
-0.826044482	0	1	-0.6500787
-1.538877016	0	0	-1.35577358
0.016754931	0	1	-0.041905076
1.064013344	1	5	0.994830277
-0.617952394	0	0	-0.521963336
0.179075132	1	0	0.296110312
0.010377985	1	2	0.193481421
1.585424537	1	6	1.51624147
-0.305626046	1	3	-0.199113927
-1.755816508	1	0	-1.572713072
1.271256259	1	4	1.443836634
-1.405227794	0	0	-1.232647419
-0.624409783	1	0	-0.517897664
-1.727139087	0	1	-1.620626968
0.79599941	1	3	0.902511529
0.208222574	1	0	0.304211632
-0.447882024	0	1	-0.198710331
1.545138604	1	8	1.717718979
0.9825985	1	3	1.089110619
-0.810930065	0	1	-0.704417946
-0.987130988	0	0	-0.814550613
1.282753406	1	1	1.506343204
-1.300634608	1	0	-0.793678783
0.101534459	1	0	0.218569639
-0.66841646	0	0	-0.572427403
-2.018557127	0	1	-1.912045008
-0.728743865	1	0	-0.679494536
-0.922252885	1	0	-0.739149449
-0.674001009	0	0	-0.743184077
0.378273967	1	2	0.484786086
-0.222711419	1	1	-0.105676238
0.543200977	1	2	0.726304414
-0.197134281	1	1	-0.266317348
1.074691455	1	2	1.250657237
-0.699919486	1	0	-0.769102553
-0.007461189	1	0	0.157406851
-0.35621649	0	0	-0.34880824
-0.241222986	1	1	-0.134710867
0.029028292	1	1	0.146063472
-1.729248575	0	0	-1.633259517
0.340371114	1	1	0.446883233
1.219153446	1	5	1.226561696
0.893036655	0	3	1.010071835
1.464782488	1	6	1.39559942
-0.432447327	0	0	-0.120451824
-0.823242441	0	0	-0.881902447
-1.337251205	1	1	-1.241262148
-0.49680987	0	0	-0.324229495
-1.245318952	0	0	-0.996147259
-1.101826009	1	0	-0.99531389
-1.151134062	0	0	-1.044621943
0.735420618	0	3	0.908000994
0.50416191	1	3	0.805634351
-1.157324231	0	0	-1.050812112
1.014686494	1	0	1.263858187
0.395014155	1	1	0.501526274
-0.223735256	0	0	-0.127746198
-1.457638184	0	0	-1.340603004
0.71702875	0	2	0.813017808
-0.150997812	1	1	0.090843192
0.423302227	0	3	0.35411916
1.315378971	1	4	1.616851412
1.450140916	1	4	1.380957848
-0.240664525	1	1	-0.233256275
-0.343557213	1	1	-0.094385521
-1.051631864	1	2	-0.934596683
-0.476633905	0	1	-0.535293911
-0.637047067	1	0	-0.706230134
0.762962203	1	1	0.869474322
1.721236783	1	5	1.893817158
1.540319745	0	7	1.305964552
0.325324085	1	0	0.431836204
-0.050286464	1	1	0.198885229
0.984241916	0	1	1.160014664
-1.109767161	0	0	-1.013778103
-0.344658962	0	0	-0.238146843
-0.55014259	1	0	-0.43310741
0.964702752	1	4	1.147806188
-0.311698396	0	1	-0.128594959
1.086666839	1	1	1.193178958
-1.135112068	0	1	-0.882554968
1.601327055	1	4	1.843014238
-1.10377606	0	0	-1.09636781
-1.048070715	0	0	-0.941558596
-0.485790596	0	1	-0.310017848
-0.626112416	0	0	-0.262373311
-0.619407067	1	0	-0.446826692
-0.85043766	0	0	-0.909097667
-1.145053034	0	1	-1.049063976
1.436276452	1	1	1.553311632
-0.771839052	0	0	-0.588735616
-0.816834748	1	1	-0.809426498
-1.64480066	0	1	-1.332805158
-0.012730378	0	1	0.173758466
-0.547250018	1	1	-0.440737899
-0.60034034	1	1	-0.424567592
0.248981152	1	3	0.560976654
0.893137822	1	2	1.065718197
0.795295688	1	2	1.10729119
-0.277921339	1	2	-0.347104407
-0.287993566	0	1	-0.10489013
-2.210628859	0	0	-2.203220609
1.097382594	1	5	1.193371652
-0.244131692	1	0	-0.071551317
1.783837689	0	5	1.879826747
-1.126562314	0	0	-0.953981939
-0.312115597	1	0	-0.205603479
0.068991582	0	0	0.175503701
-1.175579841	0	0	-1.069067723
0.839329756	1	2	0.945841875
-0.433096465	1	0	-0.249993029
0.741528456	1	0	0.848040575
0.865232532	0	3	1.114404225
-1.294219617	0	0	-0.992747176
-0.541867198	1	0	-0.369286823
-0.167654268	1	1	0.004926107
-0.227960628	1	0	-0.13197157
1.099408109	1	3	1.333520968
0.542763068	0	0	0.659798248
-0.420935887	0	3	-0.234447043
